Publisher;Number;Jan;Feb;Mrz;Apr;Mai;Jun;Jul;Aug;Sep;Okt;Nov;Dez;Bemerkung;;;;;;Publication Date
Dark Horse;Death Orb (2018 series) #1;;;;;;;;;; #1; #2; #3;;;;;;;October 2018
Dark Horse;Dept. H (2016 series) #22; #22; #23; #24;;;;;;;;;;;;;;;;
Dark Horse;Disney Moby Dick, Starring Donald Duck (2018 series) ;;;;;;;;;;;Disney Moby Dick, Starring Donald Duck (2018 series) ;;;;;;;;November 2018
Dark Horse;Disney Princess: Jasmine's New Pet (2018 series) ;;;;;;;;;Disney Princess: Jasmine's New Pet (2018 series) ;;;;;;;;;;October 2018
Dark Horse;Disney Treasure Island, Starring Mickey Mouse (2018 series) ;;;;;;;;;;;Disney Treasure Island, Starring Mickey Mouse (2018 series) ;;;;;;;;October 2018
Dark Horse;Doctor Star & the Kingdom of Lost Tomorrows: From the World of Black Hammer (2018 series) #1;; #1;; #2; #3; #4;;;;;;;;;;;;;March 2018
Dark Horse;Dork (2018 series) ;;;;;;;Dork (2018 series) ;;;;;;;;;;;;July 2018
Dark Horse;Dr. Horrible: Best Friends Forever (2018 series) ;;;;;;;;;;;Dr. Horrible: Best Friends Forever (2018 series) ;;;;;;;;November 2018
Dark Horse;Dragon Age Library Edition (2014 series) #2;;;;;;;;;;; #2;;;;;;;;
Dark Horse;Dragon Age: Deception (2018 series) #1;;;;;;;;;; #1; #2; #3;;;;;;;
Dark Horse;Dragon Age: Knight Errant (2018 series) ;Dragon Age: Knight Errant (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Dragon Age: The Calling Deluxe Edition (2018 series) ;;;;;;;;;;;;Dragon Age: The Calling Deluxe Edition (2018 series) ;;;;;;;2018
Dark Horse;Eerie Archives (2009 series) #24;;;;;;;; #24;;;; #25;;;;;;;August 2018
Dark Horse;ElfQuest: The Final Quest (2014 series) #24; #23; #24;;;;;;;;;;;;;;;;;February 2018
Dark Horse;Empowered and Sistah Spooky's High School Hell (2017 series) #2; #2; #3;; #4;;; #5;;; #6;;;;;;;;;
Dark Horse;Empowered and the Soldier of Love (2018 series) ;;;;;;Empowered and the Soldier of Love (2018 series) ;;;;;;;;;;;;;June 2018
Dark Horse;Eromanga Sensei (2018 series) #1;;;;;;;;;; #1;;;;;;;;;
Dark Horse;Ether;;;;;#1;#2;#3;#4;#5;;;;;;;;;;
Dark Horse;Fate/Zero (2016 series) #6;;;;;;; #6;; #7;;;;;;;;;;
Dark Horse;Fight Club 2 (2018 series) ;;;;Fight Club 2 (2018 series) ;;;;;;;;;;;;;;;May 2018
Dark Horse;Fight Club 3 Preview (2018 series) ;;;;;;;;;;;;#1;;;;;;;
Dark Horse;Free Comic Book Day 2018: All Ages (2018 series) ;;;;;Free Comic Book Day 2018: All Ages (2018 series) ;;;;;;;;;;;;;;May 2018
Dark Horse;Free Comic Book Day 2018: General (2018 series) ;;;;;Free Comic Book Day 2018: General (2018 series) ;;;;;;;;;;;;;;May 2018
Dark Horse;Frozen: Breaking Boundaries (2018 series) #1;;;;;;;; #1; #2; #3;;;;;;;;;August 2018
Dark Horse;Gamma (2018 series) #1;;;;;;;;; #1;;;;;;;;;;September 2018
Dark Horse;Gantz G (2018 series) #1;;;;;; #1;;;; #2;;;;;;;;;
Dark Horse;Gantz Omnibus (2018 series) #1;;;;;;;; #1;;;;;;;;;;;
Dark Horse;Giants (2017 series) #2; #2; #3; #4; #5;;;;;;;;;;;;;;;
Dark Horse;Gigantic Library Edition (2018 series) ;;;;;;;;;;;;Gigantic Library Edition (2018 series) ;;;;;;;2018
Dark Horse;Giles Season 11 (2018 series) #1;; #1; #2; #3; #4;;;;;;;;;;;;;;February 2018
Dark Horse;God of War (2018 series) #1;;;;;;;;;;; #1; #2;;;;;;;
Dark Horse;Go Team Venture! - The Art and Making of the Venture Bros;;;;;;HC;;;;;;;;;;;;;
Dark Horse;Grendel Tales Omnibus (2017 series) #2; #2;;;;;;;;;;;;;;;;;;
Dark Horse;Halo Omnibus (2018 series) #1;;;;;;;;;;; #1;;;;;;;;
Dark Horse;Halo: Collateral Damage (2018 series) #1;;;;;; #1; #2; #3;;;;;;;;;;;June 2018
Dark Horse;Halo: Rise of Atriox (2017 series) #5;; #5;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Harrow County (2015 series) #29;;; #29; #30; #31; #32;;;;;;;;;;;;;March 2018
Dark Horse;Hatsune Miku: Future Delivery (2017 series) #2;;;; #2;;;;;;;;;;;;;;;
Dark Horse;Hatsune Miku: Rin-Chan Now! (2017 series) #4;;; #4;;;;;;;;;;;;;;;;
Dark Horse;Hellboy and the B.P.R.D.: 1954 (2018 series) ;Hellboy and the B.P.R.D.: 1954 (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Hellboy and the B.P.R.D.: 1955 - Burning Season (2018 series) #20;; #20;;;;;;;;;;;;;;;;;February 2018
Dark Horse;Hellboy and the B.P.R.D.: 1955 (2018 series) ;;;;;;Hellboy and the B.P.R.D.: 1955 (2018 series) ;;;;;;;;;;;;;June 2018
Dark Horse;Hellboy and the B.P.R.D.: 1956 (2018 series) #1;;;;;;;;;;; #1; #2 (22);;;;;;;
Dark Horse;Hellboy Winter Special 2018 (2018 series) ;;;;;;;;;;;;Hellboy Winter Special 2018 (2018 series) ;;;;;;;2018
Dark Horse;Hellboy - Return of the Lambton Worm;;;;short;;;;;;;;;;;;;;;
Dark Horse;Hellboy: The Complete Short Stories (2018 series) #1;;;;;; #1;; #2;;;;;;;;;;;June 2018
Dark Horse;Hercules: Adventures of the Man-God Archive (2018 series) ;;;;;;;;Hercules: Adventures of the Man-God Archive (2018 series) ;;;;;;;;;;;August 2018
Dark Horse;Hungry Ghosts (2018 series) #1; #1; #2; #3;; #4;;;;;;;;;;;;;;January 2018
Dark Horse;I Am a Hero Omnibus (2016 series) #5; #5;;;; #6;; #7;;; #8;;;;;;;;;
Dark Horse;Incognegro: A Graphic Mystery (2018 series) ;;Incognegro: A Graphic Mystery (2018 series) ;;;;;;;;;;;;;;;;;February 2018
Dark Horse;Incognegro: Renaissance (2018 series) ;;;;;;;;;;Incognegro: Renaissance (2018 series) ;;;;;;;;;October 2018
Dark Horse;Incognegro: Renaissance (2018 series) #1;; #1; #2; #3; #4;; #5;;;;;;;;;;;;February 2018
Dark Horse;Incredibles 2: Crisis in Mid-Life! & Other Stories (2018 series) #1;;;;;;; #1; #2; #3;;;;;;;;;;July 2018
Dark Horse;Incredibles 2: Heroes at Home (2018 series) ;;;;;;Incredibles 2: Heroes at Home (2018 series) ;;;;;;;;;;;;;June 2018
Dark Horse;Jenny Finn (2017 series) #3; #3; #4;;;;;;;;;;;;;;;;;
Dark Horse;Joe Golem: Flesh and Blood (2017 series) #2; #2;;;;;;;;;;;;;;;;;;
Dark Horse;Joe Golem: Occult Detective (2016 series) #2 - The Outer Dark;;;;; #2 - The Outer Dark;;;;;;;;;;;;;;May 2018
Dark Horse;Joe Golem: The Drowning City (2018 series) #1;;;;;;;;; #1; #2; #3; #4; #5;;;;;;September 2018
Dark Horse;Koshchei the Deathless (2018 series) ;;;;;;;;;Koshchei the Deathless (2018 series) ;;;;;;;;;;2018
Dark Horse;Koshchei the Deathless (2018 series) #1; #1; #2; #3; #4; #5; #6;;;;;;;;;;;;;December 2017
Dark Horse;LaGuardia (2018 series) #1 of 4;;;;;;;;;;;; #1;;;;;;;December 2018
Dark Horse;Larry Marder's Beanworld Omnibus (2018 series) #1;;;;;; #1;;;;;;;;;;;;;June 2018
Dark Horse;Legacy: A House of Night (2018 series) ;;;;;Legacy: A House of Night (2018 series) ;;;;;;;;;;;;;;May 2018
Dark Horse;Life Between Panels: The Complete Tails Omnibus (2018 series) ;;;;Life Between Panels: The Complete Tails Omnibus (2018 series) ;;;;;;;;;;;;;;;2018
Dark Horse;Lightstep (2018 series) #1;;;;;;;;;;; #1; #2;;;;;;;
Dark Horse;Lobster Johnson (2008 series) #6 - A Chain Forged in Life;; #6 - A Chain Forged in Life;;;;;;;;;;;;;;;;;March 2018
Dark Horse;Lone Wolf and Cub Gallery Edition (2018 series) ;;;;;;;Lone Wolf and Cub Gallery Edition (2018 series) ;;;;;;;;;;;;May 2018
Dark Horse;Mages of Mystralia (2018 series) ;Mages of Mystralia (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Mammon (2018 series) ;;;;;;;;Mammon (2018 series) ;;;;;;;;;;;August 2018
Dark Horse;Mass Effect: Discovery (2018 series) ;Mass Effect: Discovery (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Mata Hari (2018 series) #1;; #1; #2; #3;; #4;;; #5;;;;;;;;;;February 2018
Dark Horse;Michael Chabon's the Escapist: Amazing Adventures (2018 series) #1 - Amazing Adventures; #1 - Amazing Adventures;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Michael Chabon's the Escapist: Pulse-Pounding Thrills (2018 series) ;;;;;;Michael Chabon's the Escapist: Pulse-Pounding Thrills (2018 series) ;;;;;;;;;;;;;June 2018
Dark Horse;Milk and Cheese: Dairy Products Gone Bad (2018 series) ;;;;;Milk and Cheese: Dairy Products Gone Bad (2018 series) ;;;;;;;;;;;;;;May 2018
Dark Horse;Mob Psycho 100 (2018 series) #1;;;;;;;;;; #1;;;;;;;;;October 2018
Dark Horse;Modern Fantasy (2018 series) #1;;;;;; #1; #2; #3; #4;;;;;;;;;;
Dark Horse;Moebius Library: Inside Moebius (2018 series) #1;; #1;;;; #2;;; #3;;;;;;;;;;February 2018
Dark Horse;Moebius Library: The Art of Edena (2018 series) ;;;;Moebius Library: The Art of Edena (2018 series) ;;;;;;;;;;;;;;;April 2018
Dark Horse;Mogworld (2018 series) ;;;;;Mogworld (2018 series) ;;;;;;;;;;;;;;2018
Dark Horse;Mystery Science Theater 3000: The Comic (2018 series) #1;;;;;;;ashcan;; #1; #2;; #3;;;;;;;September 2018
Dark Horse;Mysticons (2018 series) #1;;;;;;;; #1;;;;;;;;;;;August 2018
Dark Horse;Neil Gaiman's American Gods (2018 series) #1 - Shadows;; #1 - Shadows;;;;;;;;;;;;;;;;;February 2018
Dark Horse;Neil Gaiman's Likely Stories (2018 series) ;;;;;;;;;;Neil Gaiman's Likely Stories (2018 series) ;;;;;;;;;August 2018
Dark Horse;Neon Genesis Evangelion: The Shinji Ikari Raising Project (2009 series) #18;;;;;;;;; #18;;;;;;;;;;
Dark Horse;Niourk (2018 series) ;;Niourk (2018 series) ;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Olivia Twist (2018 series) #1;;;;;;;;; #1; #2; #3;;;;;;;;September 2018
Dark Horse;Once Upon a Time Machine (2016 series) #2 - Greek Gods & Legends;;;; #2 - Greek Gods & Legends;;;;;;;;;;;;;;;April 2018
Dark Horse;Only the End of the World Again (2018 series) ;Only the End of the World Again (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Overwatch;;;;#16;;;;;;;;;;;;;;;
Dark Horse;Plants vs. Zombies (2016 series) #10 - Lake Gumbo;;;;;; #10 - Lake Gumbo;;;;;;;;;;;;;June 2018
Dark Horse;Plants vs. Zombies (2016 series) #11 - War and Peas;;;;;;;;;; #11 - War and Peas;;;;;;;;;
Dark Horse;Plants vs. Zombies (2016 series) #9 - The Greatest Show Unearthed;; #9 - The Greatest Show Unearthed;;;;;;;;;;;;;;;;;February 2018
Dark Horse;Plants vs. Zombies: Garden Warfare (2016 series) #2;;;;;;;;; #2;;;;;;;;;;September 2018
Dark Horse;Predator: Hunters (2018 series) ;Predator: Hunters (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;Predator: Hunters II (2018 series) #1;;;;;;;; #1; #2; #3;;;;;;;;;
Dark Horse;Predator: The Essential Comics (2018 series) #1;;;;;;;;;;;; #1;;;;;;;
Dark Horse;Psycho Pass: Inspector Shinya Kogami (2016 series) #4;; #4;;;;;;;;;;;;;;;;;
Dark Horse;Quantum Age (2018 series) #1;;;;;;; #1; #2;; #3; #4; #5;;;;;;;July 2018
Dark Horse;Rasputin: The Voice of the Dragon (2018 series) ;;;;;;;Rasputin: The Voice of the Dragon (2018 series) ;;;;;;;;;;;;July 2018
Dark Horse;Rasputin: Voice of the Dragon (2017 series) #4;; #4;;;;;;;;;;;;;;;;;
Dark Horse;Rasputin: Voice of the Dragon (2017 series) #5;; #5;;;;;;;;;;;;;;;;;March 2018
Dark Horse;Rebels: These Free and Independent States (2018 series) ;;Rebels: These Free and Independent States (2018 series) ;;;;;;;;;;;;;;;;;2018
Dark Horse;Reefer Madness Comics (2018 series) ;;;;Reefer Madness Comics (2018 series) ;;;;;;;;;;;;;;;April 2018
Dark Horse;Resident Alien: An Alien in New York (2018 series) #1;;;; #1; #2; #3; #4;;;;;;;;;;;;April 2018
Dark Horse;RG Veda (2016 series) #3;;;;;;;; #3;;;;;;;;;;;
Dark Horse;Rocket Robinson and the Pharaoh's Fortune (2018 series) ;;;;;Rocket Robinson and the Pharaoh's Fortune (2018 series) ;;;;;;;;;;;;;;May 2018
Dark Horse;Rocket Robinson and the Secret of the Saint (2018 series) ;;;;;;;;;Rocket Robinson and the Secret of the Saint (2018 series) ;;;;;;;;;;2018
Dark Horse;Rome West (2018 series) ;;;;;;;Rome West (2018 series) ;;;;;;;;;;;;July 2018
Dark Horse;Sergio Aragonés' Groo: Play of the Gods (2018 series) ;;Sergio Aragonés' Groo: Play of the Gods (2018 series) ;;;;;;;;;;;;;;;;;February 2018
Dark Horse;Shadows on the Grave (2018 series) ;Shadows on the Grave (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;She Could Fly (2018 series) #1;;;;;;; #1; #2; #3; #4;;;;;;;;;July 2018
Dark Horse;Sherlock Frankenstein and the Legion of Evil (2017 series) #4; #4;;;;;;;;;;;;;;;;;;January 2018
Dark Horse;StarCraft: Scavengers (2018 series) #1;;;;;;; #1; #2; #3; #4;;;;;;;;;July 2018
Dark Horse;Stephen McCranie's Space Boy (2018 series) #1;;;;;; #1;;;; #2;;;;;;;;;June 2018
Dark Horse;Stranger Things (2018 series) #1;;;;;;;ashcan;; #1; #2; #3;;;;;;;;September 2018
Dark Horse;Sullivan's Sluggers (2018 series) ;;;;;;;;Sullivan's Sluggers (2018 series) ;;;;;;;;;;;August 2018
Dark Horse;Sword Daughter (2018 series) #1;;;;;; #1; #2; #3;;;; #4;;;;;;;
Dark Horse;Terminator Sector War (2018 series) #1;;;;;;;; #1; #2;;;;;;;;;;
Dark Horse;The Alcoholic (2018 series) ;;;;;;;;;The Alcoholic (2018 series) ;;;;;;;;;;September 2018
Dark Horse;The Battles of Bridget Lee (2016 series) #2 - The Miracle Child;;;;; #2 - The Miracle Child;;;;;;;;;;;;;;May 2018
Dark Horse;The Colossal Conan the Cimmerian (2018 series) ;;;;;;;;;;The Colossal Conan the Cimmerian (2018 series) ;;;;;;;;;October 2018
Dark Horse;The Colossal King Conan (2018 series) ;;;;;;;;;;;The Colossal King Conan (2018 series) ;;;;;;;;2018
Dark Horse;The Complete Angel Catbird (2018 series) ;;;;;;;;;;The Complete Angel Catbird (2018 series) ;;;;;;;;;2018
Dark Horse;The Complete ElfQuest (2014 series) #5;;;;;;;;;;; #5;;;;;;;;November 2018
Dark Horse;The EC Archives: Extra! (2018 series) ;;;;The EC Archives: Extra! (2018 series) ;;;;;;;;;;;;;;;April 2018
Dark Horse;The EC Archives: The Haunt of Fear (2015 series) #5;;;;;;;;;; #5;;;;;;;;;
Dark Horse;The EC Archives: The Vault of Horror (2014 series) #1;; #1;;;;;;;;;; #5;;;;;;;February 2018
Dark Horse;The EC Archives: War Against Crime (2018 series) #1;;;;;;;; #1;;;;;;;;;;;August 2018
Dark Horse;The EC Archives: Weird Fantasy (2014 series) #3;;;;;; #3;;;;;;;;;;;;;
Dark Horse;The Flutter Collection (2018 series) ;;;;;;;;;;;;The Flutter Collection (2018 series) ;;;;;;;2018
Dark Horse;The Legend of Korra - Turf Wars (2017 series) #2; #2;;;;;FCBD;; #3;;;;;;;;;;;January 2018
Dark Horse;The Occultist Omnibus (2018 series) ;;;;;The Occultist Omnibus (2018 series) ;;;;;;;;;;;;;;May 2018
Dark Horse;The Once and Future Tarzan (2018 series) ;;;;;;;;;;;The Once and Future Tarzan (2018 series) ;;;;;;;;November 2018
Dark Horse;The Originals: The Essential Edition (2018 series) ;;;;;The Originals: The Essential Edition (2018 series) ;;;;;;;;;;;;;;April 2018
Dark Horse;The Paybacks (2018 series) ;;;;;;;;The Paybacks (2018 series) ;;;;;;;;;;;2018
Dark Horse;The Secret Loves of Geeks (2018 series) ;;The Secret Loves of Geeks (2018 series) ;;;;;;;;;;;;;;;;;February 2018
Dark Horse;The Seeds (2018 series) #1;;;;;;;; #1; #2;;;;;;;;;;August 2018
Dark Horse;The Shaolin Cowboy: Start Trek (2018 series) ;;;;;;;The Shaolin Cowboy: Start Trek (2018 series) ;;;;;;;;;;;;July 2018
Dark Horse;The Suit (2018 series) ;;;;;;;;The Suit (2018 series) ;;;;;;;;;;;August 2018
Dark Horse;The Umbrella Academy: Hotel Oblivion (2018 series) #1;;;;;;;;ashcan;; #1; #2; #3;;;;;;;October 2018
Dark Horse;The Whispering Dark (2018 series) #1;;;;;;;;;; #1; #2;;;;;;;;October 2018
Dark Horse;The Witcher: Library Edition (2018 series) #1;;;;;;;;;; #1;;;;;;;;;
Dark Horse;The Witcher: Of Flesh and Flame (2018 series) #1;;;;;;;;;;;; #1;;;;;;;December 2018
Dark Horse;Tomb Raider (2016 series) #3 - Survivor's Crusade;;;;;;;; #3 - Survivor's Crusade;;;;;;;;;;;August 2018
Dark Horse;Tomb Raider Archives (2016 series) #4;;; #4;;;;;;;;;;;;;;;;March 2018
Dark Horse;Tomb Raider Library Edition (2018 series) #1;; #1;;;;;;;;;;;;;;;;;February 2018
Dark Horse;Tomb Raider: Inferno (2018 series) #1;;;;;; #1; #2; #3;; #4;;;;;;;;;
Dark Horse;Tomb Raider: Survivor's Crusade (2017 series) #3;; #3;; #4;;;;;;;;;;;;;;;
Dark Horse;Trollhunters: Tales of Arcadia--The Felled (2018 series) ;;;;;;;;;;Trollhunters: Tales of Arcadia--The Felled (2018 series) ;;;;;;;;;2018
Dark Horse;Trollhunters: Tales of Arcadia--The Secret History of Trollkind (2018 series) #1;; #1;;;;;;;;;;;;;;;;;February 2018
Dark Horse;Unknown 9 - Archives Preview;;;;;;preview;;;;;;;;;;;;;
Dark Horse;Usagi Yojimbo (1997 series) #32 - Mysteries;;;;;; #32 - Mysteries; #32 - Mysteries;;;;;;;;;;;;June 2018
Dark Horse;Usagi Yojimbo/Teenage Mutant Ninja Turtles: The Complete Collection (2018 series) ;;;;;;;;;Usagi Yojimbo/Teenage Mutant Ninja Turtles: The Complete Collection (2018 series) ;;;;;;;;;;September 2018
Dark Horse;Usagi Yojimbo: The Hidden (2018 series) #1;;; #1; #2; #3; #4;; #5; #6; #7;;;;;;;;;March 2018
Dark Horse;Vinegar Teeth (2018 series) ;;;;;;;;Vinegar Teeth (2018 series) ;;;;;;;;;;;August 2018
Dark Horse;Vinegar Teeth (2018 series) #1; #1; #2; #3; #4;;;;;;;;;;;;;;;
Dark Horse;War Bears (2018 series) #1;;;;;;;;; #1; #2;; #3;;;;;;;September 2018
Dark Horse;Will Eisner's A Contract with God Curator's Collection (2018 series) ;;;;;Will Eisner's A Contract with God Curator's Collection (2018 series) ;;;;;;;;;;;;;;2018
Dark Horse;William Gibson's Alien 3 (2018 series) #1;;;;;;;;;;; #1; #2;;;;;;;
Dark Horse;Witchfinder: The Gates of Heaven (2018 series) #1;;;;; #1; #2; #3; #4; #5;;;;;;;;;;May 2018
Dark Horse;World of Tanks: Citadel II (2018 series) #1;;;;; #1; #2; #3; #4; #5;;;;;;;;;;
Dark Horse;Xerxes: The Fall of the House of Darius and the Rise of Alexander (2018 series) #1;;;; #1; #2; #3; #4; #5;;;;;;;;;;;April 2018
Dark Horse;Zodiac Starforce (2016 series) #2 - Cries of the Fire Prince;;;;;;;; #2 - Cries of the Fire Prince;;;;;;;;;;;August 2018
Dark Horse;Zodiac Starforce: Cries of the Fire Prince (2017 series) #3; #3;;;; #4;;;;;;;;;;;;;;
Dark Horse;Zootopia: Friends to the Rescue (2018 series) ;;;;;;;;;Zootopia: Friends to the Rescue (2018 series) ;;;;;;;;;;2018
"Dark Horse; Digital Manga Publishing";Berserk (2003 series) #39;;;;;;; #39;;;;;;;;;;;;
Dark Planet Productions Inc.;Silver (2014 series) #3;;;;; #3;;;;; #4;;;;;;;;;
Dark Planet Productions Inc.;Silver (2018 series) ;;;;;FCBD #1;;;;;;;;;;;;;;2018
David Fickling Books;Mega Robo Bros (2018 series) ;;;Mega Robo Bros (2018 series) ;;;;;;;;;;;;;;;;April 2018
David Fickling Books;The Phoenix Colossal Comics Collection (2018 series) #1;;; #1;;;;; #2;;;; #3;;;;;;;April 2018
Death Ray Graphics;Peek: The Second (2018 series) ;;;;;;;;;;;;Peek: The Second (2018 series) ;;;;;;;2018
Delcourt Soleil;Druids 6-9 of 9;;#6;;#7;;#8;;#9;;;;;;;;;;;
Delcourt Soleil;Dwarves 8-11 of 15;;;#8;;#9;;#10;;#11;;;;;;;;;;
Delcourt Soleil;Elves 18-21;;#18;;;#19;;#20;;#21;;;;;;;;;;
Delcourt Soleil;Lady Liberty v01 - The King's Secret;;;v01;;;;;;;;;;;;;;;;
Delcourt Soleil;Morea;#6;;;#7;;;#8;;;;;;;;;;;;
Delcourt Soleil;Olympus Mons;;;;;;#2;;;;;;;;;;;;;
Delcourt Soleil;Oracle;;#8;;#9;;;;;;;;;;;;;;;
Delcourt Soleil;Orcs & Goblins;;;;;;;;;#3;;;;;;;;;;
Delcourt Soleil;The Fulgur;;#2;;;;#3;;;;;;;;;;;;;
Delcourt Soleil;The Legendaries;;;v6;;;;;;;;;;;;;;;;
Delcourt Soleil;World War Wolves;;#6;;;;;;;;;;;;;;;;;
Delcourt Soleil;Wunderwaffen;;;#12;;;;;;;#13;;;;;;;;;
Delcourt Soleil;Wunderwaffen presents- Zeppelin's War;;;;;;v1;;;v2;;;;;;;;;;
Denpa;Inside Mari (2018 series) #1;;;;;;;;;;; #1;;;;;;;;
Denpa;Pez (2018 series) ;;;;;;;;;;;Pez (2018 series) ;;;;;;;;2018
Devil's Due / 1First Comics;Black Flame Archives (2018 series) ;;;;;;Black Flame Archives (2018 series) ;;;;;;;;;;;;;2018
Devil's Due / 1First Comics;Dog Soldiers (2018 series) ;;;;;;;;;;Dog Soldiers (2018 series) ;;;;;;;;;2018
Devil's Due / 1First Comics;Final Street (2018 series) #1;;;;;; #1;;;;;;;;;;;;;
Devil's Due / 1First Comics;IglooBBQ (2017 series) #1;;;;;; #1;;;;;;;;;;;;;
Devil's Due / 1First Comics;Lark's Killer (2017 series) #10;;;;;;;;;;;; #10;;;;;;;
Devil's Due / 1First Comics;Lark's Killer (2017 series) #5; #5;;; #6;; #7; #8; #9;;;;;;;;;;;
Devil's Due / 1First Comics;Little Girl (2018 series) #1;;;;;;; #1;; #2;;;;;;;;;;
Devil's Due / 1First Comics;Lord of Gore (2016 series) #4;;; #4;;; #5;;;;;;;;;;;;;
Devil's Due / 1First Comics;Love Town (2018 series) #0;;;;;;;;;;; #0; #1;;;;;;;
Devil's Due / 1First Comics;Malefic (2017 series) #4; #4;; #5; #6;; #7;;;;;;;;;;;;;
Devil's Due / 1First Comics;Malefic (2017 series) #5;;;;;; #8;;;;;;;;;;;;;
Devil's Due / 1First Comics;Malefic (2018 series) #1 - The Doctor Will See You Now;;;;;;; #1 - The Doctor Will See You Now;;;;;;;;;;;;
Devil's Due / 1First Comics;Nightmare World Omnibus (2018 series) ;;;;;Nightmare World Omnibus (2018 series) ;;;;;;;;;;;;;;2018
Devil's Due / 1First Comics;Plume Omnibus (2018 series) #1;;;;;;;;;;; #1;;;;;;;;
Devil's Due / 1First Comics;Squarriors (2016 series) #3;;; #3;;;;;;;;;;;;;;;;
Devil's Due / 1First Comics;Squarriors (2018 series) #1;;;;;;;; #1;;;;;;;;;;;2018
Devil's Due / 1First Comics;The Bitcoin Comic Handbook (2018 series) #1;;;; #1;;;;;;;;;;;;;;;April 2018
Diablo Comics;Hell High (2018 series) ;;;;;Hell High (2018 series) ;;;;;;;;;;;;;;2018
Dimestore;Timetrvlr (2017 series) #11; #11; #12;; #14; #15; #16; #17; #18; #19; #20; #21; #22;;;;;;;January 2018
Dimestore;Timetrvlr (2017 series) #12;; #13;;;;;;;;;; #23;;;;;;;February 2018
Disney;Annie Sullivan and the Trials of Helen Keller (2018 series) ;;;;;;;;;Annie Sullivan and the Trials of Helen Keller (2018 series) ;;;;;;;;;;2018
Disney;Annie Sullivan and the Trials of Helen Keller (2018 series) ;;;;;;;;;Annie Sullivan and the Trials of Helen Keller (2018 series) ;;;;;;;;;;2018
Disney;Gravity Falls: Lost Legends (2018 series) ;;;;;;;;Gravity Falls: Lost Legends (2018 series) ;;;;;;;;;;;2018
Disney;The Isle of the Lost: The Graphic Novel (2018 series) ;;;;;;;;;The Isle of the Lost: The Graphic Novel (2018 series) ;;;;;;;;;;2018
Disney;The Isle of the Lost: The Graphic Novel (2018 series) #1;;;;;;;;; #1;;;;;;;;;;September 2018
Disney;Thoreau at Walden (2018 series) ;;;;;;;;;Thoreau at Walden (2018 series) ;;;;;;;;;;2018
Disney;Thoreau at Walden (2018 series) ;;;;;;;;;Thoreau at Walden (2018 series) ;;;;;;;;;;2018
Dreamstone;SCIONS - For the Kingdom of Earth;#3;#4;#5;;;;;;;;;;;;;;;;
Dren Productions LLC;The Edgar Allan Poe Chronicles (2018 series) ;;;;The Edgar Allan Poe Chronicles (2018 series) ;;;;;;;;;;;;;;;June 9, 2018
Dynamite Entertainment;Agent 47: Birth of the Hitman (2017 series) #3; #3; #4;; #5;; #6;;;;;;;;;;;;;
Dynamite Entertainment;Army of Darkness Halloween Special (2018 series) ;;;;;;;;;;Army of Darkness Halloween Special (2018 series) ;;;;;;;;;[October] 2018
